formula,spacegroup
HfGeRu2,219
Au2Se3O10,35
Rb3DyF6,219
Ba2YIrO6,219
Sr3Dy2(BO3)4,32
MgV2O4,11
CeFeSb2,127
GePt2,186
P2CN3Cl5,60
KZn2BCl2O3,153
LuAl3,191
KTi2(PO4)3,165
Mo(HO2)2,0
MnGa,121
NbI3,190
K2NaInBr6,219
Nd(NiSb)2,127
Cu3PdAu4,121
Yb3In,219
Li5Fe11O16,11
Li3Fe4(BO3)4,0
Sm2HgO4,11
Na2TiFe(PO4)3,4
K12Sn4Au21,58
LiCoPO4,1
YB2Os,61
AlH3NCl3,60
BaSb3,11
KSrPrWO6,210
Mg3(Ni10B3)2,219
Li2Cu2F5,13
La4Sb3,214
Li2SnN2,162
MnBePO5,13
NdBS3,32
RbV3CdCu4O13,10
Ba4Li(RhO3)4,184
Li6V3P8O29,0
Li7Co5O12,9
Pm2CuPt,219
YCu2Bi2(SeO2)2,137
MnTlO3,182
Li2FeNi3O8,35
Pr3(AgGe)4,70
Ba2LiEu(CuO2)4,0
Tm3Fe5O12,224
Li4Co3O7,11
Co2O3F,38
Na4TiSi3SnO12,141
Sc3Fe2Si3,62
LiFe2(BO3)2,0
LaSiIr,195
La4B4I5,7
VP2O7,3
Li7Mn8(BO3)8,0
Li4Ti3V2Sn3O16,7
LiTl,215
Ti4Cr3(PO4)6,1
V2Hg(P2O7)2,1
Na5LaTa3Si5PO24,0
CdCoAsHO5,61
MgCu2(RhS2)4,164
SiPtSe,28
Cd4As2Cl3,202
BaSrI4,13
Co3Sn(PO4)4,5
HfInAu2,219
Ba2LiTi11O24,0
Na5Mg2Ti2P5SO24,0
Ce(Al10Co)2,221
Rb2Te3,61
Ni3OF5,5
VO2F,61
LiZr2Os,219
RbMnP3HO10,14
DyNbO4,87
CsPb3,191
Sr(Ag3O2)2,51
MgMn2(CO3)4,0
CoTe2,57
Ca3AlAs3,61
Cu3Sb,58
Na7Ti2Si5Ge2PO24,0
SiO2,3
CeB2Ir2C,137
HfBrN,58
Li8(NiO2)5,1
ZrGeTe4,35
TaFe4W,162
HfInPt2,121
Cs2K2TeO5,134
NaH4ClO2,13
BaUO4,56
Na6Ta6In2Si9(SO16)3,0
Ca5(MnN3)2,5
CoPO4,13
Li2TiCrO4,11
SbXeF11,61
Li2TiTeO6,33
Ta5Si3,138
HoAgSe2,45
V2Ni3O8,63
SrAl2P2(O4F)2,18
SiTePt,60
Ba8(MnN3)3,13
TiCr2Fe3(PO4)6,144
MgAl2O4,11
Be3Nb,164
CaCr2O4,58
B5TeH5C,1
Er(GaFe)6,70
Na2CaMg(PO4)2,13
NaSr3Be3B3O9F4,158
Sr(Ni2B)6,164
NaPmAu2,219
TmGaAg,11
Ba2SnS3F2,61
Cs3MnBr5,138
Cd(RhO2)2,221
RbNb2PS10,6
Re3Ru,43
NaAl2Sn2P3(SO8)3,0
Ca2NbInO6,13
Li4Cu2Ni5O12,3
MnNiP2,25
Er14(InPd)3,135
Fe3PH6PbSO14,158
TiGa5Ni,121
NaV2O5,41
CoH2SeO5,14
CsDy2Ag3Te5,62
KGaCl4,13
VPO4,61
K2PH3O5,13
Al2CuO4,221
H7SIO10,1
CaSi(HO2)2,42
TmAgS2,164
Li6Mn2C4SO16,200
Zr3(Mn2Si3)2,133
Mn15Si26,120
Li5Fe(SiO4)2,61
Li4Ti3VO8,164
Zr2Ti(PbO3)3,7
Ca2B6O11,13
Li3Fe2P2(CO7)2,0
Ga3Pb,215
BiPd,3
Li2Mn3(BO3)3,7
Cs4ZnO3,13
Cr2P3O11,14
MgH4SeO5,13
Co2AsClO4,10
SrAlBO4,55
GdTiNbBi2O9,3
TmGeRu,61
Tm(Ni2As)2,134
CaNb2Te4Cl10O,0
Sr2CuGe2O7,111
BaMgF4,62
Fe(B2Mo)2,43
Li2VSiCO7,3
Cs2YAgCl6,219
Li(NiO2)2,221
Sr4(RuO4)3,61
Li2Sm5Sn7,18
Li4VCr3O8,1
SrBeGe,184
Fe3Pd,64
Nd5Ge3C,190
Li3GaF6,14
BaZrS3,61
TiGeO3,146
KSiH3,61
K2Na2H16XeO14,14
Sr5(Ga3O7)2,13
Na7Mg3Ta(PO4)6,0
K2HRuCl5,61
ZrGeMo,61
Eu(SiRu)2,137
HfGa3,137
YMg14Al,184
Li2InIr,210
Cd(AsO3)2,160
SbCl3F2,81
Ga2Hg5Se8,117
Li3V2(O2F)2,0
Li3Cr4P5O24,8
Lu(Al5Os)2,62
CeOF,127
Rb2Ti2(PO4)3,195
Cu4SnP10,158
BaAsPt,195
Ba2Ti6O13,11
Fe4As4H4O19,0
U11Se20,74
MgCd5,184
CaMg2(CO3)3,145
Tm2P4O13,19
Li2Fe3TeO8,164
LiCr2(PO4)3,8
K3Sc(MoO4)3,56
MgTi2O5,3
HfMnGa2,61
Nb4C3,158
Li6I3N,7
Dy(GePt)2,137
Sr2Mn3(SbO)2,137
NaInS2,164
Yb2InGa,219
GdBr,162
LiMn12O24,12
Li2MnCoO4,11
Mn3As2H26(S4N5)2,14
Li2Mn2Cr3O12,59
NaTa2Ti2SiP5O24,0
Tb2Co3Ge5,14
AcDy3,137
KSiHO3,63
MgH2SeO5,14
BaY6Si3B6(O12F)2,154
Re2(PCl8)3,133
PrP2(HO)7,18
LiV(PO3)3,18
BaLu2F8,61
NaMn2O4,1
Te2Mo3W(Se2S)2,154
Li2Cr4O13,13
Li3V3Cr2O10,1
Li5Cr3NiO8,35
Li4PbO4,62
U4Si3Mo,138
Na6Nb2Al2Si5SO24,0
Li3NiPCO7,0
CaBiClO2,10
Pr4FeAs4Ru3O4,113
V2(OF)3,0
Tb(GePt)2,127
Ta3AgO8,13
CeInIr,186
BaPtO3,191
K3V2(PO4)3,14
Na2Te4WO12,14
NaV(SiO3)2,14
RbVH4(OF2)2,14
LaAlCuNi3,184
Mg14MnSb,37
KCeNb4O12,37
Tl2S5,18
TmNiAs,191
LiFe8(BO3)8,0
LiSm2Al,219
Sc(Al2Fe)4,137
Nd3RuO7,62
Ba3B(PO4)3,72
NdTiNbBi2O9,3
Li3Fe8(BO3)8,0
Rb2AgRuF6,219
DySiAg,184
Li5Co2Ni3O10,9
La2Ni3,63
Sc3Ga5Co,37
Na(CrS2)2,61
HoVO3,61
LiAu3,215
TiCl3,146
Lu2AgOs,219
ErSn3,215
VZn6P3O16,0
Ba6Sn6Se13,18
Li2Mn2(SiO3)3,13
RbBi3F10,219
YInAu,186
AlP3(HO5)2,13
KBaFeO3,63
La5Ge3O,190
ErBi,219
Ho4Zn5Ge6,35
Mn(AlTe2)2,119
Nb3AlFe8,154
Ca9LaTi10O30,0
SrP2(XeF6)3,11
LiFeSiO4,28
Sr3ZnRhO6,165
Ca2CuIrO6,13
Tl2B2Se7,14
Na4ScTa(SiO4)3,159
Cs2NaInCl6,219
Rb3AuF6,1
Na3TaZnSi(PO6)2,8
Sc2ReB6,54
Ba2V3HO9,10
LiMg14TiO16,46
CdRhF6,146
NiSeS,195
SmCu,61
Li3MnF5,1
Li4(FeO2)5,0
Dy2O3,203
Lu4MgRh,210
Hf7As4,11
NiGe,61
LiMnSiO4,32
CaThNb2O8,4
Cd2GaAgSe4,5
Er2AgHg,219
Rb2Cu3(P2O7)2,13
Pb2S(O2F)2,14
SnPO3F,13
YCuAs2,127
BeNi3,215
TlCr4BiO14,13
Ag9P14(OF)28,13
CdPd5Se,121
Ac2MgSn,219
LuCdPt2,219
UCr2O6,160
LiBiB2O5,13
Rb,62
Li8(CoO2)5,1
SrCuSb,191
Y2P7Rh12,145
CsHF2,138
NiMo8P3,0
ZnCu(SiO3)2,60
Ba2Mn2Sb2O,191
Ba3DyRu2O9,191
HoGe2Pd,70
PrB12,219
NbCl4F,1
TiVS2,25
CsSbSe2,13
Na3TmTi2Nb2O12,25
ZrCrAgS4,9
Er2Mn17C3,191
ZrFeCl6,161
V(PO3)3,8
Rb2LiErCl6,219
MnB2,188
Ba2Ca(PdO2)3,68
Yb5Si3SO12,173
KNd2NbO6,11
ZrZn3,191
KH2(IO3)3,0
CuH6CI3N,61
Np2Se3,120
Sr2CoMoO6,219
K8Th(MoO4)6,1
TmAlFe,37
Li32Mn13Cr3O48,0
Li5Mn(CoO4)2,7
SrZn,61
Tb3Fe5O12,146
MgH40C10Br2(N2O)10,13
Mg14AlSn,184
Li7Mn4CoO12,0
K2GaCuF6,219
NaYTl2,219
Mn12O7F17,0
PrOF,210
Li2Mn2Fe(PO4)3,4
Cr4OF11,0
LiCo2(PO4)2,6
Ba2YSbO6,198
V3As2O9,98
Li2MnF5,61
DyTh2,162
Li6V3P8O29,0
Sr2ZrO4,137
Ba6Y2Ga4O15,12
K(WO3)6,188
NaSi,14
NdIr3,164
AlNi(WO4)2,0
KBi6ClO9,224
CuBiPtS3,18
Mo(PO3)4,13
ZrPd3,191
Li(NiO2)2,9
Er2Fe6Co6P7,171
TaH2,219
NaLi15V16O48,4
Co5SnO12,11
U6Fe30P19,171
Cs12Sn2Sb6O,162
PmLuAl2,219
Ba10MgMn6(O12F)2,0
Sr2CoO4,11
Ca(CoAs)2,137
Mg30CrFeO32,121
LiCuF4,7
Lu4Ge8Rh,24
Mg15Ga,184
Ca4P6O19,1
LaNiSn2,62
Er2B6Ru,54
BaSrDyWO6,210
Li2Cr3(P2O7)2,1
NdTaTiO6,32
BaP2(HO2)4,1
SmInCu4,210
In6S7,10
HgAu3,191
Li3Ga7,164
YbAgSn,184
Ba2TaMnO6,14
P2NCl5O,13
Zr6Co16Ge7,219
Li4Ni3SnO8,164
LiSnAu,191
Na9Ca5TaSi3(SO6)6,8
Pr5Ni19,164
Cs2RbGdCl6,219
LiHSO4,13
BaTiOF4,56
Pb(CO2)2,1
LiLaAu2,219
V3Rh5,37
Li2Ti13O22,63
Y2FeSi2,11
NaCaGaSi2O7,18
V2FeO4,14
W2NCl9,13
LaAsO4,13
Ba4LaTiNb3O15,154
LiMn3(BO3)3,1
Mg2V3O8,2
LaNi9Ge4,138
K4Li5(FeO4)2,0
ZrScB24,164
Zn11(B4Rh9)2,125
Mg5Sn,153
Ba6CaI14,63
Gd5Pb3,190
Li3Mn5O10,1
La5AgSe8,81
Li7Mn2(CoO4)3,2
KNO3,61
La2MgCoO6,146
LuH3,137
Li6V5O12,0
LiSiPd2,219
ZrAl3,137
Li2Ti6Zn3O16,3
LiPm2Pt,219
Li4Co2(PO4)3,59
BaCr10O15,63
ScGaCo2,219
MnP2O7,1
Bi13O20,194
CoTeO3,61
YbInNi4,210
Zr2VRe3,191
PrInO3,61
Mg9(In13S24)2,7
NaCaZrP(SO6)2,8
NdSn3,215
Ba(AsRu)2,137
Eu2HgGe,219
CoPO4,32
Ti7Cl16,57
Li4V11O22,0
Na6Ta2Zn4P6(SO12)3,8
CaV2O4,154
Sr3Co3N5,1
K3Mo4H6O16F,1
CaAl4Si2(HO6)2,8
Tm2V2O7,221
Ho2ZnTc,219
K2H6PbO6,146
K3SmSi2O7,190
Tb3Ho,137
CsSeBr3,10
AsPd5,11
NbInNi,105
ErCuSn,191
Cs2SbCl6,219
AgAu3,137
Er2Al3Co,164
RbAsOF4,13
Sc10Mn17S32,0
EuC2(SN)2,14
LiGaBH3O5,8
MgAgF5,14
Sr6FeC2N7,17
BaNaSc(BO3)2,146
Na5LuH4(C2O7)2,112
Ba2Tm(CuO2)4,64
NaZr2FeF11,11
Sr(Mg4Al3)4,211
Ti3Cr2Ni(PO4)6,144
Zn3P2(H2O3)4,61
Be2PtRh,219
DyErZn2,219
SrBr2,134
Rb2TlAu3,50
Mn4SiTeBr2O7,10
Y3AlCoS7,170
CoNiS4,13
Tb2NiAs2,191
Li2CuPO4,0
LiMnCo3O8,11
NbTe5Pd,61
CeGaCu4,184
ThAlCo,186
Te4MoW3Se4,154
Mo4O11,61
La12Sn5S28,0
Sr5(SnAs3)2,54
Ca19Si6S6(ClO24)2,5
Na3Sr4La3Ti10O30,0
Zr3Sn,137
LiV2OF5,0
Cs2S5,18
ZrZnF6,219
PaAlFe2,219
TaAlFe,37
LiZn(Fe5O8)2,158
CaMn3(P2O7)2,13
BaLaCl5,10
Ba2Mn2Se2OF2,137
K14ZnGe16,30
Ti2Ag2P2S11,61
Fe5SnO8,164
Ba5P5I3,11
Mg2Zn,11
SrLaTiFeO6,210
MnAsO4,13
Sc2AgAu,219
V2OF5,8
Eu4As2O,137
LiMn2(PO4)3,11
Sn2Ru,138
LuMgAu2,219
Ga4Si12H138C55S4,146
Ba5Y3F19,0
HfMg30VO32,121
Li3Mn4(BO3)4,0
UGeIr,61
Pr5Co19,164
Mg3Al9FeSi5,186
Rb2MnF4,137
NbAlO4,11
Na2Al2Si3H6O13,8
CeAsO4,13
YbGaPt,61
Gd2Mo2C3,11
Li2Ni(PO3)4,0
Ca2SnS4,221
Lu2CoTe2(SO7)2,1
Sr2DyRuO6,13
Na5Cu(HO2)2,61
Mn3FeO8,164
NaFeBO3,14
ErInO3,182
Sn4Bi2Se7,11
Na2In4SiS5O24,0
SrCa3La2(SbO6)2,0
Li32Ti3Cr13O48,0
Mn2Si2O7,62
BaSi,62
CsNaB10(H2O9)2,6
AsS,14
Dy2ZnIn,219
LiGaAs2O7,4
VOF2,0
Na2Nb3InSi4(SO12)2,0
Ge8Pd21,87
La6WO12,146
Mn8O13F3,0
Pb2CBr2O3,125
I2(OF2)3,13
Li2TiFeO4,0
K2TeH6(O3F)2,60
Rb(WO3)3,183
Mo2As3P,7
K2ZnP2O7,134
TlHg6S4Br5,86
LiMoAsO6,32
Cs4Sn21Hg2,39
CsTm2Cu3Se5,62
Na3(WO3)4,7
Cr2(Co7B2)3,219
Li2MnV(PO4)3,0
Nd(Fe5Si)2,70
RbSbWO6,45
V6O11F,0
NaCaPb2,219
Cs3AlBr6,219
Mn3Co2Sn(PO4)6,144
LiMn2(BO3)2,0
Pr2Co7B3,188
EuSi,62
ScTlF6,146
FeH7SO8,1
Na2SnH14S3O7,1
KVPCO7,3
Na6MgTa5Si6(PO12)3,8
YbAg3,191
Li3Cr2(PO4)3,8
VPd3,164
CrCoO4,62
V2Cr2GaSe8,43
Tb3Pt4,146
YbHoHg2,219
MgCrInS4,73
KAl11O17,7
Cs2CoO3,63
DyHoTl2,219
AlF3,215
BaGa2(GeO4)2,14
Pr2Mn2Se2O3,137
YAgS2,158
Li3Fe2SnO6,11
Li2V3WO8,0
Mn3O5F,0
Li3V4(OF3)3,0
BaY3Cl11,18
ErZnPd,186
Li2MnPO4F,59
Yb(AlGa)2,137
HgH12C2(Br2N3)2,14
MgSn3P2(SO6)4,0
Ba2Mn2F11,143
Nd2O3,11
Hf3CoS6,146
Ba2TmNbO6,219
Li2GdTl,219
Tb2Ti2S2O5,137
Th(GeRu)2,137
LiSb(PO3)4,14
Li4Fe3CuO8,164
TaNiTe2,52
Sm2O3,11
H20C3(N2O5)2,41
Rb2PrAgCl6,219
NaTaO3,221
Mg(Co3P2)2,184
Na3Nb2Ga2SiP5O24,0
Li2Cu5(PO4)4,1
Rb9Co2S7,195
UP2,105
Zr4CN3,164
CaFe3Si2HO9,13
Li3CoPCO7,0
Cs2K2B10O17,0
YAsPt,191
NaAlH4,87
Sr3La2FeCo4O15,158
K2UTe3,11
VPt8,137
RbSb2Au3S5,57
Er(FeSi)2,137
Cs3Ho2Br9,165
Ce8Nd2O19,113
V2ZnO4,221
Li4Ti3Co2Sn3O16,7
MgMnGeO4,61
RbLaSiS4,61
TaAlFe2,219
Li7Mn4CoO12,11
UTaC2,164
NaLi2Pb,219
K2SnBr6,13
HfB12,219
VCrO3,0
Li2Cu3(CO3)3,0
Li7Mn3Fe(PO4)6,144
Cs2CeO3,63
TiNi5(PO4)6,144
CoPtO2,12
Ba3SrNb2O9,162
MnH2(SO4)2,13
CaP2(HO2)4,1
Al5O8,183
BaCa,64
TaAlO4,64
V2P3O10,10
EuDyCuS3,61
AlGa2Bi(BO3)4,4
PrZnRh,61
La(Sb3Os)4,201
La4Ti5(S6O)2,5
Ba2SrI6,59
Mn3Ga,137
ZnS,154
Ba2YTlCo2O7,5
CdGa(AgSe2)2,30
Tl3Bi3(PS4)4,13
Li7V3P8O29,0
Rb2LuAuCl6,219
TbAu6,136
Mg5(Si8Pt5)2,210
LaIr2,221
Lu(Mo3S4)2,146
Nb4VSe8,191
NaLi3(H2N)4,81
TiNiO3,159
Li5SbS,18
EuB2Rh3,188
LiAgF3,13
Li4(NiO2)5,1
Sr2V3Se5O18,61
Sn4P2O9,61
LiEu3,137
Rb2S,219
Na2NbAl3P4(SO12)2,0
MgSiN2,32
Na5La(MoO4)4,87
CuTe2I,13
Cu5H14(SO9)2,1
TaSe2,191
Dy2MgNi2,125
BRh,191
NaNdNb4O12,137
Na4Ca3HfSiS5O24,0
V6O7F5,37
Na5SbO5,4
Na2FePCO7,1
Na4PH5Se3O16,0
Th2Fe7,164
Pr3Sn13Ru4,217
Lu5(Ge5Ir2)2,125
LiCoCuF6,100
Sm4TiFe33,7
K2CaMg5Si8(HO12)2,0
Zr4Al11Si,46
Y2Th8O19,113
La(AgGe)2,137
Cs2PbO3,35
LiFeSiO4,146
Zn10Cr(B4Rh9)2,125
Na3PO4,5
Sc2B4Ru5,54
NdGe2Rh,62
Pr(TiAl10)2,221
LiBiP2O7,1
Sc2GaCu,219
Li3(ZnSn2)2,191
LiVP3HO10,28
Ce3BeCrS7,170
Hg4HN3O10,40
KAlF4,61
LiCu(PO3)2,14
GaGeRu2,219
SmDyZn2,219
CaMn28,211
Mg(TiS2)8,57
Pr7C3I10,1
Li2TiFe2O5,1
MnCrSb2,162
CeYPd6,121
YMnFeO5,54
Ca2AlH10ClO8,8
Fe5O3F7,0
Ca4Cl6O,183
SrMn5(SO4)6,145
Tm2B6Ru,54
K23(Sn3Au4)3,119
Li2Mn4O5F3,8
NpIO5,32
LiIn2Pd,219
V3Ni2,9
H4SO5,6
Ho3Hg,215
Li3V3P8O29,14
SrHfO3,73
Li2CoP2O7,13
MgV2Pb(OF4)2,1
Ti2P,186
In3AsSe3,7
Sb2P4H3O16,0
AgRuO3,221
Li11Fe3B24(PbO24)2,0
Ca5(SiN3)2,11
Zr2Ga,138
Li32Mn3Cr13O48,0
Ca(BiO2)2,73
Zr2Ni2Sn,125
La6Al3Fe11,106
NdMg12,137
Eu2Mo(WO6)2,14
H4NF,183
Na3Mg5Ta(SO4)9,156
BaSr(FeO3)2,121
Ba3FeS5,61
Tb5Pt4,61
LiB,61
Er(Fe5Mo)2,70
SmSiPd,61
Zr5Ga3,190
Cs2LiScF6,219
YbB2Rh3,188
Yb(AlSi)2,162
MgTi5O10,10
KRb2InF6,219
NbCl4,11
LaCeBe26,205
Mg2Cd,191
LiMnNbO4,93
Ho3Co11B4,188
Er2ZnIn,219
Li3MnV(PO4)3,0
Lu6Cu23,219
Pt3I8,91
LiCrPO4,32
CsCoO2,63
Na(NbSe2)2,154
CrNiSb2,162
Ag4PIO4,10
NaMg2V3O10,1
Ca2VIrO6,13
Na4FeO5,84
Cs3HgCl5,61
Li5CuP3O11,1
Na2YC(OF)3,60
GaRe(Cl3O)2,13
P3NCl12,13
Li(CoO2)4,11
Cr2CdSe3S,43
TeSO5,1
Mg30TiNbO32,121
K2CdSiO4,28
SrMg14NiO16,121
CdH2(SO4)2,13
Li9Mn7O16,1
MgV4O8,43
Li7Ni(O2F)2,0
Cu2Sb,127
TiZnCu(PO4)3,159
MgAlPO5,13
LaSi,61
NdCr2Si2C,121
Li7V3P8O29,4
CePRu2C,62
PrCu(MoO4)2,60
Bi2AsO6,13
YbAgAu2,219
CeAlNi4,64
Ba2Tl2Cu2HgO8,105
K2ZrFe(PO4)3,195
Li2Mn3NbO8,164
Ba2Nd2Co4O11,137
Mg2CuWO6,13
Cd8Au5,211
Cr2O5,18
PaBe13,220
CrSn3(PO4)6,144
Li3Ta12O31,5
Re3Pb3O10,43
La2MgCu2,125
Mn5P4(HO2)10,14
ZnS,154
In2Ga(CuSe2)3,4
Na2ZrFeSi2O8F,13
NaMg14WO16,121
LiY(WO4)2,12
NbAlCl8,62
Rb2NaSbCl6,219
CeEr3,137
Ag2(RhS)15,215
LiNb10O18,13
As2H2CCl4,8
Tl2Bi2Te3Se,43
Na4Y2(IrO4)3,186
Eu3BWO9,170
Na2NiPCO7,0
Pu2S3,120
Ba3Sn5,62
Li4TiS4,62
MgAs2(XeF8)2,54
Ba2Fe8Ni3(SbO11)2,162
YSnPt2,191
YbGd3F12,5
Li4Ni(PO3)6,14
Bi3O4F,11
Y2TeS2,70
Cs2InBiF6,219
Al2P3H9(CO3)3,157
Er2Al3Cu,164
VB2,188
Cu2P2O7,4
Bi,50
Nb3Fe,219
Cs2ZrMn(PO4)3,195
NaTiS2,162
Mn2OF3,64
Y7(O2F3)3,38
Ta3MnS6,179
FeF3,148
SmAlGe,107
Li3Cr4P9O32,112
CrCo3O8,183
Ho15Si9C,183
Co2Pd,162
K2ScAgBr6,219
FeIr3,215
H5ClO6,18
Gd2HgO4,11
Ta3PbS6,190
Na3Mg5Si8(HO12)2,10
LiMn2OF3,61
Ba11(Ta3S13)2,0
V3O5F,11
CaTi3P3O13,10
SrMg4,191
U2NiP2(HO)24,1
Li2MnSiO4,61
Tl2(SeO4)3,13
Mn3(SeO3)4,1
Np(FeSi)2,137
Al6Ge5,165
K4Te8O23,61
V3OF11,1
Sr3Ca(FeO3)4,0
GdZnSi,184
TlHg,164
Dy3Ru,61
SrC2,14
ZrHg,121
DyGa6,123
Cs(TeO3)2,221
Ba4Y2Fe2O11,25
Li3V3P8O29,0
Sr2CdCu(SO)2,117
LaAl2Cu3,64
Li4Fe2Ni3Sn(PO4)6,0
LiNiPO4,13
CoSb(PO4)2,1
LiLu2In,219
Li9Mn10O20,0
Li3Fe(PO4)2,6
Pr2CdRh2,125
Mn3BiO8,206
H8Pd(NCl3)2,219
Sr3Ca5FeCo7O24,7
Co8Cu7(MoO4)12,5
K2LaAgCl6,219
Li4Fe5SnO12,11
NaS2N(O2F)2,13
Y2IrRu,219
NdZnSn,191
LiSbPO5,0
ThFe5P3,61
MgMnVS4,73
Na9CaFe10(SiO3)20,0
NaZrGe(PO4)3,141
Pm3Dy,215
ZrNiBi,210
ThS2,61
RbNa5(WN3)2,13
ZrMnO3,159
VCrO3,0
Na2SiGe2(PO6)2,8
NaTbCl4,1
LiCoS2,10
TiPbO3,97
Ge2Sb2Te5,7
Mn3Cr2Sn(PO4)6,144
Na3V5(H12O13)2,1
ReH8(NCl3)2,219
Li2TeO3,11
LiCuPO4,1
Rb2TeH6SeO10,13
PH10N2O4F,13
Li2Fe3BiO8,164
MgS2O7,1
Na15Ca4Ta8Si9(PO8)9,0
Ca3Sc2(GeO4)3,224
Na9Ta5Zn(SiO4)9,0
KGd(MoO4)2,14
PmDy3,137
K2PbO2,1
MnO2,57
Dy12(ReC3)5,186
Er3Si3Ni,11
Al2Si2PbO8,13
V2ZnO4,154
Ba2CuAg3(SnS4)2,0
Cs2AgAuCl6,219
Y2TiO5,61
MgGa2,54
Dy5NiPb3,190
Ca2Mn2O5,0
CdI2,154
Sr3Ca5Mn8O23,5
Ca2GaCu2,70
La2GaCoO6,1
Er2IrPd,219
Na2ZnGe2(HO2)4,59
SiI4,202
Mn11Al4V,164
Ba6Pr2Y(CuO2)12,1
MgV2(OF3)2,4
SrEuIn2,219
Li3Bi(PO4)2,0
Rb2MnBr4,137
MgMn2P2O9,61
LiFe3(P3O10)2,19
Bi2(PbS2)3,62
Ba2B5HO10,13
Ba3AlAs3,63
SmPO4,139
SmTiFe5Co6,43
BaCaSmSbO6,15
KEr(WO4)2,14
HgO,61
MgV4(PO5)4,1
Li8TiFe7(PO4)12,0
Fe2BO4,61
MoPH3O7,10
Er2Si3Rh,191
Na7MgNb3(SiO4)6,141
ZrCu,7
Ho2VPO8,117
K3Bi,182
Zr6Ni(SnH5)2,187
Li2Fe3BiO8,206
RbVO3,56
Co2W4C,221
K3NaAl12Si12(HO6)8,12
Sc3AlC,215
Ca2Rh,219
Zr6Ga16Pt7,219
TiReTc2,219
V3O5F,1
Na2Ta2(SiO4)3,14
Cu3P4Se4Br3,3
MgCu2(PO4)2,0
Er5NiPb3,190
Er2Pb2O7,221
Sm2Bi,137
Mn3GeN,138
Na5FeS4,60
Cs3O,190
SrCaTl2,219
Hf5Si4,91
Zr3Tl,215
LiFe2(BO3)2,0
NdAsO4,139
W(ClO)2,25
Li3Cr(NiO2)4,11
CoCl2,162
LiVSiO5,10
Li4(NiO2)11,1
K6ZnS4,183
Na3ZrSi2GePO12,0
MgScCu3Se4,209
CsNbO3,13
BaCaI4,121
MgZn2Ir,219
TbAl3(BO3)4,14
Li6Mn3CoO10,0
AlBiSCl4,81
Ca3Fe5Sn3O16,5
MgMn2O4,7
P4S3,61
CaMn8O16,6
TbNi3,164
RbCu(PO3)3,13
NbCr3(CuS4)2,10
LiVOF3,18
NaClO3,195
Li9Mn7O16,11
Li6Ti2O7,14
TbSi4B18C,11
Sr2GdWO6,198
BaYCo2O5,121
Ba2LiOsO6,219
Cs3LaI6,83
TmSb,219
Li4Ti3Cr3(FeO8)2,0
La4C2I5,11
ErTl,121
Li4Cr3Co3(NiO8)2,7
Na3Mg3In(SO4)6,0
Pr(SiP3)2,35
Dy3Ga8Rh3,70
TePb3Cl4O3,32
Ca2MgTl,219
Tb2SeO2,57
Rb3TmF6,219
NbSe2,184
Na5LiMn2P2(CO7)2,0
LaCeCu12,25
LuThTc2,219
Li6Co5(P2O7)4,1
Ca3NbO6,13
MnCu2SnSe4,119
Rb2CeO3,11
Na4YNb(SiO4)3,159
Li4TiO4,6
Ho2Co3Ge5,14
MgTi6AgS12,4
Hg3Pb,191
CdHgO2,164
Tm(NiP)2,137
Ba2Cu(PO3)6,13
ScZnMo3O8,183
CeCuNi,11
LiCoPO4,18
Co3TeO8,11
HfGaCu,191
Te,11
KLaNbFeO6,210
KNaNbOF5,32
HfSCl6O,13
AlGaO3,32
Li2TiVO4,117
PmAgAu2,219
Li9Mn2Co5O16,0
Mg2BN2Cl,60
KBaTbBiO6,47
Hf2Zn,137
Cs2Pr10Os2I17,11
Nb3V3Ge2,153
LiVSiO4,178
Be2V,191
PNF2,13
H7NO6,3
Er2AlGe3,61
Gd(BC)2,125
Ba2V2FeO9,10
Li2Co(NiO3)2,40
Cs3Cu2Cl5,61
Tm2ZnHg,219
CsI4,13
PaTc2Sn,219
Ca2As3,12
IrRh3,137
RbNaCr2O7,13
MgCrNiP2O9,61
Pr3InSe6,57
Ho6ReO12,146
RbSm(PO3)4,14
HgB4O7,30
Li3Bi2(PO4)3,14
Mo3W(Se3S)2,154
Lu2Ga8Fe,121
YTmO3,4
Ce14Y18O55,0
Ba2Cu2Te2P2O13,14
Li4Cr(WO4)3,0
BaSr(FeO2)4,35
PuPt3,215
Nd(CoB)4,85
K2AgAuCl6,219
Li2Cr3(CO3)6,1
V4(OF3)3,0
Ho2OsPd,219
Li5MnV3O8,206
RbBi,13
RbMgBO3,195
Li4Nb3Co3(TeO8)2,7
LaFe2AsN,62
Lu(AlCr)6,70
Cu(SbO3)2,13
Li2CoOF3,75
Ca2AlH10IO8,0
Nb2Te3O11,17
BaNa4O3,8
Mg6MnZnO8,121
BaZnCO3F2,173
MnFeSiO4,61
SnSe,219
CsCaI3,61
TmGe3,62
HfZn2,221
Dy5C2Br9,13
Sr2CoCO3F5,13
W3O8,7
Li4Sc3In(SiO3)8,0
Li2V(Si2O5)3,73
Nd2SiO5,13
Te15W2(Br6O)2,0
Ba3TiZnWO9,183
Ni3Sb,191
Li9Mn2Co5O16,11
Co3Se4,11
PrH3(SO4)3,170
BaTiO3,215
MgVAs2O7,13
CoSnO3,146
LiTl6C2(O3F)2,0
Be3Cu,219
PrSnAu,183
